School,YrLevel,Domain,Test Name,Test level,Test Domain,Test Item RefID,Test Item Local Id,Test Item Name,Subdomain,Writing Genre,Birth Date,ACARA ID,PSI,Item Score,Item Lapsed Time,Item Response,Participation Code,Testlet LocalId,Response Correctness,ItemSubstitutedForList
21221,9,Spelling,Spelling Year 9,9,Spelling,6d8ad38b-44a6-4b4c-9789-99e4d3d82929,x00102660,x00102660,Spelling,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00102655,Incorrect,
21221,9,Spelling,Spelling Year 9,9,Spelling,ca93148f-7233-45c6-bfb0-ff885107359a,x00102661,x00102661,Spelling,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00102655,NotAttempted,
21221,9,Spelling,Spelling Year 9,9,Spelling,d03822b6-cfed-4381-98c2-a77e1e2ef57d,x00102662,x00102662,Spelling,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102655,Correct,
21221,9,Spelling,Spelling Year 9,9,Spelling,138f077c-0624-4576-9765-19f9fe65fedc,x00102663,x00102663,Spelling,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102655,Correct,
21221,9,Spelling,Spelling Year 9,9,Spelling,051ec094-ad77-4229-8da4-1f9dd3040cf9,x00102664,x00102664,Spelling,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102655,Correct,
21221,9,Spelling,Spelling Year 9,9,Spelling,29eb21bf-0923-4ad1-9f4a-e6f73a142b36,x00102686,x00102686,Spelling,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00102685,Incorrect,
21221,9,Spelling,Spelling Year 9,9,Spelling,e54beb1b-5c9d-48cc-8e9f-e39f87628d08,x00102687,x00102687,Spelling,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102685,Correct,
21221,9,Spelling,Spelling Year 9,9,Spelling,649886f5-3a09-49a2-8a31-ee2087b9301c,x00102688,x00102688,Spelling,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102685,Correct,
21221,9,Spelling,Spelling Year 9,9,Spelling,1733bfe0-6c77-4707-a7f6-ebb9ab70fe50,x00102689,x00102689,Spelling,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102685,Correct,
21221,9,Spelling,Spelling Year 9,9,Spelling,9e993898-dab3-40bb-8bce-ef08bae7d5d2,x00102690,x00102690,Spelling,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00102685,NotAttempted,
21221,9,Spelling,Spelling Year 9,9,Spelling,dbb331a5-e0e3-49b4-a559-e89a596ae810,x00102691,x00102691,Spelling,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102685,Correct,
21221,9,Spelling,Spelling Year 9,9,Spelling,9a55959c-4470-4fc8-b9d4-c5ca02d58e39,x00102692,x00102692,Spelling,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00102685,NotAttempted,
21221,9,Spelling,Spelling Year 9,9,Spelling,1ae905f1-0341-468d-a3f6-20f9fdd68833,x00102693,x00102693,Spelling,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102685,Correct,
21221,9,Spelling,Spelling Year 9,9,Spelling,659d4a4e-cffd-456f-a3fa-9e5933e2ff31,x00102694,x00102694,Spelling,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00102685,Incorrect,
21221,9,Spelling,Spelling Year 9,9,Spelling,ba4568db-d86e-4024-a382-8e388a819d6e,x00102695,x00102695,Spelling,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102685,Correct,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,fcf32a96-0dea-4f87-b5a7-e6c49c7c4925,x00100600,x00100600,Grammar,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00100599,Correct,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,9162a845-4879-42dd-87b1-4e121fe3e7bc,x00100601,x00100601,Grammar,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00100599,Incorrect,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,e751ecc1-c1cd-4934-b3f0-142dbdae2954,x00100602,x00100602,Grammar,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00100599,Correct,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,57d4e09b-9790-4f9a-a224-6c3f01e78810,x00100603,x00100603,Grammar,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00100599,Correct,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,a5171edd-ebdd-4ab8-a01c-b760bf188216,x00100604,x00100604,Grammar,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00100599,Correct,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,8ca2798b-9fbf-4b8d-a387-aec4afddfcdc,x00100605,x00100605,Grammar,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00100599,Incorrect,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,2883e373-7cac-426f-b175-294770b4c9c9,x00100606,x00100606,Grammar,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00100599,NotAttempted,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,83a6ddd1-14fb-490f-9945-2397b4f3c2df,x00100607,x00100607,Grammar,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00100599,Incorrect,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,ecf0c60d-cb85-4d45-8a93-21cc6f4ed64e,x00100608,x00100608,Grammar,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00100599,Incorrect,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,ebe74e02-7f28-4933-adcb-ecc0cd81b611,x00100609,x00100609,Grammar,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00100599,Incorrect,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,59b3053d-e67a-4591-9cbf-13460464e940,x00100610,x00100610,Grammar,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00100599,Correct,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,8ab8c572-f278-4c09-a89f-f82c3dbc075b,x00100611,x00100611,Grammar,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00100599,Incorrect,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,951aa6f6-1962-40e4-bbfb-ed41fb4ae056,x00100612,x00100612,Grammar,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00100599,Correct,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,2bc41204-272b-4103-8d04-4dc15f4a2113,x00100613,x00100613,Grammar,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00100599,Correct,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,75b50317-5d78-4eb4-96ce-0b6c22247d4c,x00100614,x00100614,Grammar,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00100599,Incorrect,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,7775167c-1122-41f9-8232-cefc261de075,x00100615,x00100615,Grammar,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00100599,Correct,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,b38c763d-3f81-4c46-9288-f2fd51366a46,x00100616,x00100616,Grammar,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00100599,Correct,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,6d81e70c-daf2-464c-837e-f63a8dda9c53,x00100617,x00100617,Grammar,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00100599,Correct,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,97f83378-4b9b-4b05-9a84-8c7aa3b5aa2a,x00100618,x00100618,Grammar,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00100599,Incorrect,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,6a70fc51-20cc-4644-a559-aaa59faa7ffd,x00100619,x00100619,Grammar,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00100599,NotAttempted,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,a4bd9cdc-c355-42b5-ab52-d23e39d129b0,x00100620,x00100620,Grammar,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00100599,Correct,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,5f5c116e-330d-4710-8c45-8106acfd8a34,x00100621,x00100621,Grammar,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00100599,Incorrect,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,8ee2907e-b283-42f0-8fc9-2084bba7f7b1,x00100622,x00100622,Grammar,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00100599,Correct,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,a5dc45de-ddba-4ca2-a2de-20bdf4cac982,x00100623,x00100623,Grammar,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00100599,Correct,
21221,9,GrammarAndPunctuation,Grammar and Punctuation Year 9,9,Grammar and Punctuation,5a110d44-158c-47ea-a55a-a233946bed98,x00100624,x00100624,Grammar,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00100599,Correct,
21221,9,Reading,Reading Year 9,9,Reading,a9c4076e-76dd-4997-ad32-e93beee48cc2,x00102185,x00102185,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102184,Correct,
21221,9,Reading,Reading Year 9,9,Reading,4ff395d0-a2ce-4837-ac49-d4d3d7149f7c,x00102186,x00102186,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102184,Correct,
21221,9,Reading,Reading Year 9,9,Reading,b7fdea81-aecc-4bd3-a236-6d185c83cea7,x00102187,x00102187,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102184,Correct,
21221,9,Reading,Reading Year 9,9,Reading,0482cddd-9a20-4188-b76e-600620115a32,x00102188,x00102188,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102184,Correct,
21221,9,Reading,Reading Year 9,9,Reading,760cad47-fbaa-4174-90fd-b01cc557b240,x00102189,x00102189,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102184,Correct,
21221,9,Reading,Reading Year 9,9,Reading,aacdb44f-44ff-4e9a-8952-b92812cf2f3a,x00102190,x00102190,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102184,Correct,
21221,9,Reading,Reading Year 9,9,Reading,3b315f04-ef78-4af6-863c-b908a7ce03e2,x00102191,x00102191,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102184,Correct,
21221,9,Reading,Reading Year 9,9,Reading,fb270a2c-e7d1-4007-a886-a84683cdc65e,x00102192,x00102192,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102184,Correct,
21221,9,Reading,Reading Year 9,9,Reading,5c328dad-6ba0-46c0-93ea-d9b4fdbb8e30,x00102066,x00102066,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102184,Correct,
21221,9,Reading,Reading Year 9,9,Reading,a16b8c81-bdcd-4806-be84-6e30ee7760f9,x00102067,x00102067,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102184,Correct,
21221,9,Reading,Reading Year 9,9,Reading,856b1040-5ca1-4d57-aeb2-b87982da6a22,x00102068,x00102068,Letters,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00102184,NotAttempted,
21221,9,Reading,Reading Year 9,9,Reading,a818d60b-4eea-4d12-b04c-ea83c474fdb4,x00102069,x00102069,Letters,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00102184,NotAttempted,
21221,9,Reading,Reading Year 9,9,Reading,2767daf5-c204-49e4-9209-a00ad2ac3fa3,x00102070,x00102070,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102184,Correct,
21221,9,Reading,Reading Year 9,9,Reading,049fbe80-3e02-48cc-9337-b7cfa28a8896,x00102071,x00102071,Letters,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00102184,Incorrect,
21221,9,Reading,Reading Year 9,9,Reading,fb3a90f0-abd9-43bb-88f6-fbaf9d70d61e,x00102072,x00102072,Letters,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00102184,Incorrect,
21221,9,Reading,Reading Year 9,9,Reading,89c7ba2b-1186-4999-82a6-23d3a8b30332,x00102073,x00102073,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102184,Correct,
21221,9,Reading,Reading Year 9,9,Reading,b4a9c7e4-21bd-4340-bd5e-1505b798b210,x00102253,x00102253,Letters,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00102252,NotAttempted,
21221,9,Reading,Reading Year 9,9,Reading,caeeb578-dbdf-4460-9833-166dae2a748f,x00102254,x00102254,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102252,Correct,
21221,9,Reading,Reading Year 9,9,Reading,a3da0735-3e22-41c6-a470-93075e7c5d5d,x00102255,x00102255,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102252,Correct,
21221,9,Reading,Reading Year 9,9,Reading,3311e05d-3a17-474f-8590-a64e33bd3c13,x00102256,x00102256,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102252,Correct,
21221,9,Reading,Reading Year 9,9,Reading,f63aa631-148d-43db-916b-68f9c3ec889c,x00102257,x00102257,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102252,Correct,
21221,9,Reading,Reading Year 9,9,Reading,f4ed1ebd-a591-4467-9ff0-188a650b1a5f,x00102258,x00102258,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102252,Correct,
21221,9,Reading,Reading Year 9,9,Reading,40e876fe-3952-40f8-81a4-c4a09c772541,x00102259,x00102259,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102252,Correct,
21221,9,Reading,Reading Year 9,9,Reading,c4a3b618-492f-42ca-88f9-c5fc0ecdaeca,x00102260,x00102260,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102252,Correct,
21221,9,Reading,Reading Year 9,9,Reading,7d3e18cb-6746-44c2-85bc-9b969d9e4e42,x00102261,x00102261,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102252,Correct,
21221,9,Reading,Reading Year 9,9,Reading,d52ce0db-adab-46d4-a331-d295d619c225,x00102262,x00102262,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102252,Correct,
21221,9,Reading,Reading Year 9,9,Reading,6bf73263-5de7-4b2f-ac33-8b0918240b78,x00102263,x00102263,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102252,Correct,
21221,9,Reading,Reading Year 9,9,Reading,3ae724a8-edbc-4807-953e-32dc83337147,x00102264,x00102264,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102252,Correct,
21221,9,Reading,Reading Year 9,9,Reading,bebb4ec7-e8a1-4554-af8c-bcde66ad33fd,x00102265,x00102265,Letters,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00102252,Incorrect,
21221,9,Reading,Reading Year 9,9,Reading,196e5573-ec55-4a4f-aa03-fb77a227c162,x00102266,x00102266,Letters,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00102252,Incorrect,
21221,9,Reading,Reading Year 9,9,Reading,cfb4d719-fff5-4d37-b53c-e927ec2df2f8,x00102267,x00102267,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102252,Correct,
21221,9,Reading,Reading Year 9,9,Reading,739630c9-1ebd-41ef-baa5-626d589f6029,x00102268,x00102268,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102252,Correct,
21221,9,Reading,Reading Year 9,9,Reading,3aae691b-d5b4-4e96-8406-35f2e15ed3ca,x00102321,x00102321,Letters,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00102320,Incorrect,
21221,9,Reading,Reading Year 9,9,Reading,2ed2f34d-fc13-4f3d-96a1-2794ccc2e664,x00102322,x00102322,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102320,Correct,
21221,9,Reading,Reading Year 9,9,Reading,a1f9c4bc-5f9c-4d24-a9ba-b08a6e532a66,x00102323,x00102323,Letters,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00102320,NotAttempted,
21221,9,Reading,Reading Year 9,9,Reading,46fe9697-36f5-499a-814b-4c3fa7dc0450,x00102324,x00102324,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102320,Correct,
21221,9,Reading,Reading Year 9,9,Reading,f9e75920-5c9a-45f3-8c9e-ad50fcb5a33e,x00102325,x00102325,Letters,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00102320,Incorrect,
21221,9,Reading,Reading Year 9,9,Reading,4de62deb-36e9-4b04-a0a3-ea6cdd59149a,x00102326,x00102326,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102320,Correct,
21221,9,Reading,Reading Year 9,9,Reading,caf57a9a-169e-4737-8b3b-cfd37588dbb4,x00102327,x00102327,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102320,Correct,
21221,9,Reading,Reading Year 9,9,Reading,21e18f6c-6eb3-45bb-972e-39619590427d,x00102328,x00102328,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102320,Correct,
21221,9,Reading,Reading Year 9,9,Reading,3d102517-cf3b-4e92-8d6d-6f68178da48c,x00102329,x00102329,Letters,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00102320,NotAttempted,
21221,9,Reading,Reading Year 9,9,Reading,18581034-c185-4c3a-a22e-cef718f5a959,x00102330,x00102330,Letters,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00102320,Incorrect,
21221,9,Reading,Reading Year 9,9,Reading,9efd4d54-570f-4f1f-b9f9-60d65a8df381,x00102331,x00102331,Letters,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00102320,Incorrect,
21221,9,Reading,Reading Year 9,9,Reading,f1d42e41-b104-4b3a-b15b-cce1d957d3d1,x00102332,x00102332,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102320,Correct,
21221,9,Reading,Reading Year 9,9,Reading,9f07ada9-136f-4e1c-9f00-02c5cd86a26e,x00102333,x00102333,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102320,Correct,
21221,9,Reading,Reading Year 9,9,Reading,55d4f1b0-5cee-4f2c-b7c7-5ee4d0a4226e,x00102334,x00102334,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102320,Correct,
21221,9,Reading,Reading Year 9,9,Reading,0b520390-d296-4825-b255-90adabdd57af,x00102335,x00102335,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102320,Correct,
21221,9,Reading,Reading Year 9,9,Reading,1e53a3d6-73d3-4234-a7e5-019b21ee1c0d,x00102336,x00102336,Letters,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00102320,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,8f9c6b26-b383-46eb-9139-5119032fb0b9,x00101164,x00101164,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101371,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,22cee2be-31a3-42d4-af28-ef5f82b029b8,x00101165,x00101165,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101371,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,6f9c621c-b8e5-4dbf-84c3-e2e721f81df8,x00101166,x00101166,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101371,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,b87fe601-7688-46c9-8685-7cdcbf7ae91d,x00101167,x00101167,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101371,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,26f79ea1-6fc7-45ee-9caa-eb263c33e905,x00101168,x00101168,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101371,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,abeee0ad-c0ac-4ecb-bb71-5c5b615eb72f,x00101169,x00101169,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101371,Incorrect,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,4ff80c99-103b-4ec5-8aa8-6416f7c69cdd,x00101170,x00101170,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101371,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,93043702-1167-4535-8362-cc396bc14b53,x00101171,x00101171,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101371,NotAttempted,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,ad2c0edb-f197-41c0-a682-68bb2f08e2f5,x00101380,x00101380,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101371,Incorrect,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,540fe723-8315-42af-b09c-1eec8cd4ed96,x00101381,x00101381,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101371,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,87ae6cb6-c189-4d8f-9282-5ba48354f79a,x00101382,x00101382,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101371,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,7ecfad6c-1383-41ac-8d0a-bff2ecc78241,x00101383,x00101383,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101371,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,c31c6965-bef3-4e02-aca9-972c6455971c,x00101384,x00101384,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101371,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,05587688-ddc9-4992-985a-1bc0fbfdbb76,x00101385,x00101385,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101371,NotAttempted,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,e905062e-83fd-4b9c-9428-3e9a9ab9675c,x00101386,x00101386,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101371,Incorrect,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,8cf3f126-e933-43d5-8771-5277c17042a4,x00101387,x00101387,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101371,NotAttempted,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,e9779d88-e8f1-45bf-ab14-304eef36f2f7,x00101498,x00101498,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101497,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,4d3ee728-327c-4aa3-b812-f4b45e81692c,x00101499,x00101499,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101497,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,d45d9cd4-5737-437c-9dc5-f4d973fe3bc2,x00101500,x00101500,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101497,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,b7d199dd-4592-4fac-bb36-2d15a5435670,x00101501,x00101501,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101497,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,1d25d1ee-66c4-4c5a-a148-f956514ae47f,x00101502,x00101502,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101497,Incorrect,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,0df0ba44-63de-4df5-a712-f171b57b4ce1,x00101503,x00101503,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101497,Incorrect,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,7f10c03b-f7d4-40c1-b03c-916caccfbcde,x00101504,x00101504,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101497,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,e520a270-12c9-4dc2-9be7-20022bc4f30c,x00101505,x00101505,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101497,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,7af3bd99-75a9-4ff0-a4d4-d6c154b9a1a8,x00101506,x00101506,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101497,Incorrect,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,b51ca9c5-8dcc-487d-ae36-3109dec03ef2,x00101507,x00101507,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101497,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,5ff24a42-fdde-490c-8e6c-c764489d583b,x00101508,x00101508,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101497,Correct,
